"Title","PMID"
"Common neurobiological and psychological underpinnings of gambling and substance-use disorders.","31862419"
"An overview of gambling disorder: from treatment approaches to risk factors.","30090625"
"Gambling disorder in minority ethnic groups.","36081247"
"Bihavioral Addictions in Childhood and Adolescence - Pandemic Knocking Door.","33030458"
"Psychological treatments for gambling disorder.","25328420"
"Gambling-Related Cognitive Distortions in Residential Treatment for Gambling Disorder.","31562578"
"Gambling disorder: an integrative review of animal and human studies.","28486792"
"Dopaminergic signaling of uncertainty and the aetiology of gambling addiction.","31870708"
"The latest achievements in the pharmacotherapy of gambling disorder.","25149985"
"Games in the Brain: Neural Substrates of Gambling Addiction.","26116634"
"Gambling disorder in the UK: key research priorities and the urgent need for independent research funding.","35180386"
"Compulsivity-related neurocognitive performance deficits in gambling disorder: A systematic review and meta-analysis.","29203423"
"Telehealth treatment for gambling disorder in the COVID-19 era: seismic shifts and silver linings.","35781466"
"Computational approaches to modeling gambling behaviour: Opportunities for understanding disordered gambling.","36758827"
"Pathological personality facets and emotion (dys)regulation in gambling disorder.","31625173"
"Iowa Gambling Task (IGT): twenty years after - gambling disorder and IGT.","24137138"
"Casino opening, gambling disorder, and newly developed legislative measures targeting the disorder in Japan.","32115819"
"The anticipatory dopamine response in addiction: A common neurobiological underpinning of gambling disorder and substance use disorder?","31678482"
"The epidemiology of pathological gambling.","11447567"
"Prevalence and determinants of gambling disorder among older adults: a systematic review.","25452066"
"Where to put Compulsive Sexual Behavior Disorder (CSBD)? Phenomenology matters •","35895458"
"Online Gambling Disorder Questionnaire (OGD-Q): An item r'esponse theory examination.","36034971"
"Neural and psychological underpinnings of gambling disorder: A review.","26497079"
"Gambling-related cognitive distortions mediate the relationship between depression and disordered gambling severity.","30503951"
"Uncommon and/or bizarre features of dementia: Part III.","29721853"
"Research on the effects of integrated resorts in Korea on gambling addiction.","26331132"
"Opioid Antagonists for Pharmacological Treatment of Gambling Disorder: Are they Relevant?","28721822"
"[Gambling disorder - a current issue in Sweden].","30457662"
"[Gambling disorder and alcohol use disorder -- similarities and differences].","27244872"
"Pathological gambling and mood disorders: clinical associations and treatment implications.","16443282"
"Current pharmacotherapy for gambling disorder: a systematic review.","31928246"
"Hormonal responses in gambling versus alcohol abuse: A review of human studies.","32004637"
"Gambling behavior and problems among older adults: a systematic review of empirical studies.","22929398"
"Disordered gambling, type of gambling and gambling involvement in the British Gambling Prevalence Survey 2007.","19892851"
"Brain morphometry in adults with gambling disorder.","34175744"
"Family therapy interventions in India for persons with gambling disorder.","33155378"
"The world of gambling: the National Gambling Experiences series.","27516394"
"Prevalence of gambling disorder and its correlates among homeless men in Osaka city, Japan.","35704251"
"Gambling-Specific Cognitions Are Not Associated With Either Abstract or Probabilistic Reasoning: A Dual Frequentist-Bayesian Analysis of Individuals With and Without Gambling Disorder.","33584446"
"Applying incentive sensitization models to behavioral addiction.","25036890"
"Abnormalities of striatal morphology in gambling disorder and at-risk gambling.","30880655"
"The association of cognitive distortions and the type of gambling in problematic and disordered gambling.","32388395"
"Treatment modalities for patients with gambling disorder.","28465711"
"Psychological online interventions for problem gambling and gambling disorder - A meta-analytic approach.","35472684"
"Gambling disorder and its relationship with substance use disorders: implications for nosological revisions and treatment.","25864600"
"Editorial: What is addictive in gambling? Nine years after the gambling disorder diagnosis: Does gambling fit among the addictions?","36873210"
"Gambler Risk Perception: A Mental Model and Grounded Theory Analysis.","24402720"
"Preventive Gambling Programs for Adolescents and Young Adults: A Systematic Review.","36981602"
"The role of microtransactions in Internet Gaming Disorder and Gambling Disorder: A preregistered systematic review.","35434248"
"The neural bases of cognitive processes in gambling disorder.","24961632"
"Disordered gambling and attentional bias: The mediating role of risk-taking.","32553393"
"Oxcarbazepine for Gambling Disorder.","32769391"
"Disordered gambling in adolescents : epidemiology, diagnosis, and treatment.","12956616"
"Autistic traits in young adults who gamble.","32641183"
"Clinical Features of Gambling Disorder Patients with and Without Food Addiction: Gender-Related Considerations.","34585341"
"Neurobiological underpinnings of reward anticipation and outcome evaluation in gambling disorder.","24723865"
"Relative deprivation and disordered gambling in youths.","29514922"
"Prevalence of Gambling Disorder Among Prisoners: A Systematic Review.","31315486"
"The efficacy of motivational interviewing for disordered gambling: systematic review and meta-analysis.","25577724"
"Recovery, relapse, or else? Treatment outcomes in gambling disorder from a multicenter follow-up study.","28365465"
"Gambling characteristics in Galicia: a Public Health problem.","33768266"
"[Gambling addiction: insights from neuroscience and neuroimaging].","26340839"
"Disordered gambling in a longitudinal birth cohort: from childhood precursors to adult life outcomes.","36254750"
"Risk of Gambling Disorder and Impulse Control Disorder With Aripiprazole, Pramipexole, and Ropinirole: A Pharmacoepidemiologic Study.","27930495"
"Associations between national gambling policies and disordered gambling prevalence rates within Europe.","24370209"
"ADHD Symptoms in Pathological and Problem Gamblers in Singapore.","29932102"
"Variations in Gambling Disorder Symptomatology Across Sexual Identity Among College Student-Athletes.","30771148"
"Profiling Metacognition in Gambling Disorder.","26202074"
"Drugs-Induced Pathological Gambling: An Analysis of Italian Spontaneous Reporting System.","30671764"
"Longitudinal Changes in Gambling, Buying and Materialism in Adolescents: A Population-Based Study.","33801993"
"[Gambling Disorder: epidemiology, diagnosis, interpretative models and intervention].","26489071"
"Causal Learning in Gambling Disorder: Beyond the Illusion of Control.","27664136"
"Do Online Gambling Products Require Traditional Therapy for Gambling Disorder to Change? Evidence from Focus Group Interviews with Mental Health Professionals Treating Online Gamblers.","34655397"
"Prevalence and potential predictors of gambling disorder among people living with HIV.","30019914"
"Editorial: The impact of online addiction on general health, wellbeing and associated societal costs, volume II.","36211711"
"Cognitive training: A new avenue in gambling disorder management?","30359663"
"Are Treatment Outcomes Determined by Type of Gambling? A UK Study.","29383610"
"Dopamine and Gambling Disorder: Prospects for Personalized Treatment.","31728265"
"The transition time to gambling disorder: The roles that age, gambling preference and personality traits play.","33453584"
"Gambling symptoms, behaviors, and cognitive distortions in Japanese university students.","31722743"
"Applying the DSM-5 Criteria for Gambling Disorder to Online Gambling Account-Based Tracking Data: An Empirical Study Utilizing Cluster Analysis.","34635986"
"Examination of Chinese gambling problems through a socio-historical-cultural perspective.","20842314"
"Gambling disorder is associated with reduced sensitivity to expected value during risky choice.","33275122"
"Longitudinal subtypes of disordered gambling in young adults identified using mixed modeling.","31676469"
"An Epidemiologic, Longitudinal, and Discordant-Twin Study of the Association Between Gambling Disorder and Suicidal Behaviors.","36101707"
"Public Stigma and the Label of Gambling Disorder: Does it Make a Difference?","29243011"
"The current clinical knowledge on the treatment of gambling disorder: A summary.","28420033"
"Brief Virtual Workshop on Gambling Disorder to Raise Knowledge and Awareness Among Health Service Providers.","36538203"
"Sub-clinical Alcohol Consumption and Gambling Disorder.","27826730"
"Disordered gambling among higher-frequency gamblers: who is at risk?","22717172"
"The Role of Acupuncture in Treating a Patient with a Gambling Disorder.","36311885"
"Predicting Gambling Situations: The Roles of Impulsivity, Substance Use, and Post-Traumatic Stress.","31258327"
"Motives for gambling, cognitive distortions, and irresponsible gambling: Proposal for an explanatory model of gambling addiction in university students.","33982637"
"Nancy Petry's impact on the gambling disorder field: Mechanisms, treatment, and the DSM-5.","31318226"
"[Gambling in elderly patients].","28224962"
"Placing your faith on the betting floor: Religiosity predicts disordered gambling via gambling fallacies.","29642721"
"The Risk of Gambling Problems in the General Population: A Reconsideration.","31628592"
"Disordered gambling among college students: a meta-analytic synthesis.","17160587"
"Components of Impulsivity in Gambling Disorder.","26568706"
"Disordered Gambling Prevalence: Methodological Innovations in a General Danish Population Survey.","28707140"
"Interoception and respiratory sinus arrhythmia in gambling disorder.","30663060"
"Gambling Disorder in Male Violent Offenders in the Prison System: Psychiatric and Substance-Related Comorbidity.","29971589"
"Psychometric evaluation of the NORC diagnostic screen for gambling problems (NODS) for the assessment of DSM-5 gambling disorder.","35325637"
"Giving a Voice to Gambling Addiction: Analysis of Personal Narratives.","31290062"
"Exploring dopaminergic transmission in gambling addiction: A systematic translational review.","33035523"
"Gambling disorder in adolescents: prevalence, new developments, and treatment challenges.","29535564"
"Mind the GAP! Pathological gambling, a modern defy to public health.","31944213"
"Presence of problematic and disordered gambling in older age and validation of the South Oaks Gambling Scale.","32428026"
"Suicide Attempt in Patients With Gambling Disorder-Associations With Comorbidity Including Substance Use Disorders.","33304287"
"Associations between recalled use of legal UK youth gambling products and adult disordered gambling.","32817588"
"The Challenge of Online Gambling: The Effect of Legalization on the Increase in Online Gambling Addiction.","26058374"
"Online Self-Directed Interventions for Gambling Disorder: Randomized Controlled Trial.","30701377"
"Evaluating for Differences by Race/Ethnicity in the Association Between Income and Gambling Disorder.","32270318"
"[Functional neuroimaging of addiction].","26394506"
"Comparative analysis of distinct phenotypes in gambling disorder based on gambling preferences.","25886577"
"What's in a Name? Evaluating the Public Stigma of Gambling Disorder.","31848837"
"Disordered gambling in residential substance use treatment centers: an unmet need.","24735187"
"Correlates of frequent gambling and gambling-related chasing behaviors in individuals with schizophrenia-spectrum disorders.","29788756"
"EEG correlates associated with the severity of gambling disorder and serum BDNF levels in patients with gambling disorder.","29865867"
"Dopamine and Risky Decision-Making in Gambling Disorder.","32341121"
"Parental Acceptance/Rejection Perceptions and Attachment Styles of Men With Online Gambling Disorder.","34731391"
"The Level of Gambling Prediction Using Depression and Anxiety in the Romanian Population.","34216323"
"Demographic, Behavioral, and Proximal Risk Factors for Gambling Disorder in the US Military.","33760292"
"Disordered (pathologic or problem) gambling and axis I psychiatric disorders: results from the National Epidemiologic Survey on Alcohol and Related Conditions.","21467151"
"The Role of ADHD Symptomatology and Emotion Dysregulation in Gambling Disorder.","31884864"
"Factors associated with disordered gambling in Finland.","23816162"
"""Should've known better"": Counterfactual processing in disordered gambling.","32905866"
"Stability and progression of disordered gambling: lessons from longitudinal studies.","18286872"
"Prevalence of Suicidal Behavior and Associated Clinical Correlates in Patients with Behavioral Addictions.","34769603"
"Development of the Gambling Disorder Identification Test: Results from an international Delphi and consensus process.","33220163"
"An Analysis of Treatment-Seeking Behavior in Individuals with Gambling Disorder.","29134496"
"How central is dopamine to pathological gambling or gambling disorder?","24391562"
"Explaining reinforcement and erroneous beliefs in pathological exercise: A commentary and expansion on Coniglio et al. (in press) using the pathways model of disordered gambling.","34846749"
"No addiction transfer from preoperative food addiction to other addictive behaviors during the first year after bariatric surgery.","34460134"
"Reduced cortical thickness in gambling disorder: a morphometric MRI study.","25814469"
"A descriptive pilot survey of behavioural addictions in an adolescent secondary school population in Ireland.","34057059"
"Latent class analysis of gambling subtypes and impulsive/compulsive associations: Time to rethink diagnostic boundaries for gambling disorder?","28384607"
"Perceived social stigmatisation of gambling disorders and coping with stigma.","35308320"
"Correlation between precontemplation and alpha activity in gambling disorder.","31417261"
"Clinical and Research Implications of Gambling Disorder in DSM-5.","26885470"
"Adverse Childhood Experiences and Disordered Gambling: Assessing the Mediating Role of Emotion Dysregulation.","28258336"
"The Impact of Disordered Gambling Among Older Adults.","26489103"
"Clinical characteristics of veterans with gambling disorders seeking pain treatment.","30925440"
"Twelve-Month Prevalence of DSM-5 Gambling Disorder and Associated Gambling Behaviors Among Those Receiving Methadone Maintenance.","25773867"
"Social Connectedness and Associations with Gambling Risk in New Zealand.","36498695"
"A qualitative analysis of the effects of a comorbid disordered gambling diagnosis with schizophrenia.","26777882"
"Heterogeneity in Disordered Gambling: Decision-Making and Impulsivity in Gamblers Grouped by Preferred Form.","31481905"
"[Psychiatric comorbidity in pathological gambling].","14515045"
"Pathologic gambling disorder. How to help patients curb risky behavior when the future is at stake.","16106917"
"Sleepiness and cognition in young adults who gamble and use alcohol.","25317340"
"Negative Recovery Capital in Gambling Disorder: A Conceptual Model of Barriers to Recovery.","33689101"
"COMT Associations with Disordered Gambling and Drinking Measures.","24390676"
"Psychosocial risk factors in disordered gambling: A descriptive systematic overview of vulnerable populations.","31473572"
"What About Affected Family Members of Disordered Gamblers During the COVID-19 Pandemic? A Study in Italy During the Lockdown Restrictions.","35558714"
"Increased Demographic Representation in Randomized Control Trials for Gambling Disorder in the United States is Needed: A Systematic Review.","34255242"
"Metacognition in Pathological Gambling and Its Relationship with Anxious and Depressive Symptomatology.","25962856"
"The dangers of conflating gambling-related harm with disordered gambling.","28889755"
"Problematic internet use in gamblers: impact on clinical and cognitive measures.","28893336"
"A Comprehensive Model for Gambling Behaviors: Assessment of the Factors that can Contribute to the Vulnerability and Maintenance of Gambling Disorder.","33844125"
"Prevalence of and Factors Associated with Disordered Gambling Disorder, and Use of DSM-5 Based Sports Betting Questionnaire, in a Southwest Nigerian Community.","35656418"
"Is subclinical gambling really subclinical?","28531824"
"Direct Marketing Experiences Among Individuals With Current and Lifetime Gambling Disorder.","32849146"
"Reward-Related Decision-Making in Current and Past Disordered Gambling: Implications for Impulsive Choice and Risk Preference in the Maintenance of Gambling Disorder.","34776895"
"Mother-bingo bonding: screening for gambling addiction in the neonatal intensive care unit.","11954546"
"Towards DSM-V: considering other withdrawal-like symptoms of pathological gambling disorder.","19197945"
"Effect of cognitive-behavioral techniques for problem gambling and gambling disorder: A systematic review and meta-analysis.","37381589"
"Pharmacological treatments in gambling disorder: a qualitative review.","24955359"
"Possible effect of blonanserin on gambling disorder: A clinical study protocol and a case report.","33889612"
"Perfectionism predicts disordered eating and gambling via focused self-concept among those high in erroneous beliefs about their disordered behavior.","34564064"
"Gambling disorder in the context of outpatient counselling and treatment: Background and design of a prospective German cohort study.","33439510"
"Gambling addiction: what the non-specialist needs to know.","21537237"
"Daily Fantasy Sports Players: Gambling, Addiction, and Mental Health Problems.","29352358"
"Gambling and Attention Deficit Hyperactivity Disorders (ADHD) in a Population of French Students.","25466366"
"Investigating Possible Effects of Ethnicity and Age on Gambling as an Escape.","26032667"
"Is there any gambling disorder among mariners?","27029931"
"'You never told me I would turn into a gambler': a first person account of dopamine agonist--induced gambling addiction in a patient with restless legs syndrome.","22678941"
"Online Gambling Activity, Pay-to-Win Payments, Motivation to Gamble and Coping Strategies as Predictors of Gambling Disorder Among e-sports Bettors.","33689100"
"The gambling disorder: family styles and cognitive dimensions.","29509257"
"Filling the GAP: Integrating a gambling addiction program into a shelter setting for people experiencing poverty and homelessness.","35290379"
"Parental bonding in pathological gambling disorder.","12143085"
"Gambling and its clinical correlates in university students.","29426260"
"Understanding the Relationship Between Subjective Wellbeing and Gambling Behavior.","28447288"
"Narcissistic Implications in Gambling Disorder: The Mediating Role of Emotion Dysregulation.","29455443"
"Gambling Disorder and Affect Regulation: The Role of Alexithymia and Attachment Style.","27553207"
"Altered orbitofrontal sulcogyral patterns in gambling disorder: a multicenter study.","31383841"
"How do online sports gambling disorder patients compare with land-based patients?","29076354"
"A bias towards natural rewards away from gambling cues in gamblers undergoing active treatment.","33852890"
"What to target in cognitive behavioral treatment for gambling disorder-A qualitative study of clinically relevant behaviors.","35902829"
"An Expert Map of Gambling Risk Perception.","25060132"
"Associations between recovery capital, spirituality, and DSM-5 symptom improvement in gambling disorder.","31343199"
"Gambling addiction.","11271131"
"The study of differences by region and type of gambling on the degree of gambling addiction in Japan.","34162931"
"Evaluating the Impact of Naltrexone on the Rat Gambling Task to Test Its Predictive Validity for Gambling Disorder.","27191857"
"Smoking and Gambling Disorder: Does Tobacco Use Influence Treatment Outcome?","25753359"
"Measuring Responsible Gambling amongst Players: Development of the Positive Play Scale.","28280472"
"Gray-matter relationships to diagnostic and transdiagnostic features of drug and behavioral addictions.","28150390"
"A Randomized Clinical Trial Exploring Gambling Attitudes, Barriers to Treatment, and Efficacy of a Brief Motivational Intervention Among Ex-Offenders with Disordered Gambling.","32539157"
"Ziprasidone in the treatment of bipolar disorder with comorbid obsessive-compulsive disorder and gambling disorder.","32315490"
"Self-Generated Motives for Not Gambling Among Young Adult Non-gamblers.","27826731"
"Is Sensation Seeking a correlate of excessive behaviors and behavioral addictions? A detailed examination of patients with Gambling Disorder and Internet Addiction.","27322843"
"The Gambling Disorders Identification Test (GDIT): Psychometric Evaluation of a New Comprehensive Measure for Gambling Disorder and Problem Gambling.","34617456"
"What makes people with gambling disorder undergo treatment? Patient and professional perspectives.","32934527"
"Contributions of Nicholas Martin to Gambling Disorder Research.","32423511"
"Personality dimensions in pathological gambling disorder and obsessive-compulsive disorder.","11728609"
"Striatal presynaptic dopaminergic dysfunction in gambling disorder: A 123 I-FP-CIT SPECT study.","30226290"
"Reactive and proactive control mechanisms of response inhibition in gambling disorder.","30580134"
"Is Subtyping of Gamblers Based on the Pathways Model of Problem and Disordered Gambling Valid? A Systematic Review.","33386516"
"Public Awareness and Practice of Responsible Gambling in Macao.","29383609"
"A closer look at the evidence for sex differences in the genetic and environmental influences on gambling in the national longitudinal study of adolescent health: from disordered to ordered gambling.","24033632"
"Design and Measurement Properties of the Online Gambling Disorder Questionnaire (OGD-Q) in Spanish Adolescents.","31906512"
"Alterations in the Emotional Regulation Process in Gambling Addiction: The Role of Anger and Alexithymia.","27550365"
"To chase or not to chase: A study on the role of mentalization and alcohol consumption in chasing behavior.","31891312"
"Differences in Emotion Regulation Considering Gender, Age, and Gambling Preferences in a Sample of Gambling Disorder Patients.","31572231"
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. On the slippery slopes: The case of gambling addiction.","26551898"
"The placebo effect and its clinical associations in gambling disorder.","28738096"
"Cued for risk: Evidence for an incentive sensitization framework to explain the interplay between stress and anxiety, substance abuse, and reward uncertainty in disordered gambling behavior.","30357661"
"Genome-wide association study of a quantitative disordered gambling trait.","22780124"
"Psychosocial correlates in treatment seeking gamblers: Differences in early age onset gamblers vs later age onset gamblers.","31121560"
"Gambling disorder in financial markets: Clinical and treatment-related features.","26690619"
"Demographic, psychiatric, and personality correlates of adults seeking treatment for disordered gambling with a comorbid binge/purge type eating disorder.","29797743"
"Gambling advertising during live televised male sporting events in Ireland: A descriptive study.","32677604"
"Disordered gambling among Chinese casino employees.","17570041"
"Gambling and the onset of comorbid mental disorders: a longitudinal study evaluating severity and specific symptoms.","24847994"
"A family study of pathological gambling.","16499975"
"Examining neural reactivity to gambling cues in the age of online betting.","31396472"
"Development and validation of a stock addiction inventory (SAI).","27471543"
"The road less travelled: moving from distribution to determinants in the study of gambling epidemiology.","15453100"
"Challenging the exclusion of gambling disorder as a disability under the Americans with Disabilities Act.","25911766"
"Development of gambling disorder after bariatric surgery: a call for research.","37427279"
"Gambling Disorder in an Italian Population: Risk of Suicide Attempts and Associated Demographic-Clinical Factors using Electronic Health Records.","34800239"
"Internet Gaming Disorder: Investigating the Clinical Relevance of a New Phenomenon.","27809571"
"An experimental investigation of the role of delay discounting and craving in gambling chasing behavior.","30818227"
"People with gambling disorder and risky alcohol habits benefit more from motivational interviewing than from cognitive behavioral group therapy.","27069823"
"Coping with a loved one's substance use disorder or gambling disorder: what strategies really help?","33013207"
"Early intervention and identification of gambling disorder: a systematic literature review of strategies implemented by gambling operators.","32228812"
"The possible role of the insula in the epilepsy and the gambling disorder of Fyodor Dostoyevsky.","27558486"
"Affective impulsivity moderates the relationship between disordered gambling severity and attentional bias in electronic gaming machine (EGM) players.","35895477"
"Neural substrates of cue reactivity and craving in gambling disorder.","28045460"
"Drug-induced gambling disorder: A not so rare but underreported condition.","30205352"
"Local area disadvantage and gambling involvement and disorder: Evidence for gene-environment correlation and interaction.","26147321"
"Behavioural addiction and substance addiction should be defined by their similarities not their dissimilarities.","28419617"
"Problematic Gambling Behavior in a Sample with Substance Use Disorder: The Role of Attachment Style and Alexithymia.","36152111"
"Gambling addiction in the UK: don't blame GPs.","37147012"
"Essential fatty acids and Barratt impulsivity in gambling disorder.","32143672"
"Types of gambling and levels of harm: A UK study to assess severity of presentation in a treatment-seeking population.","27677350"
"Different aspects of impulsivity in chronic alcohol use disorder with and without comorbid problem gambling.","31999707"
"Gambling disorder: estimated prevalence rates and risk factors in Macao.","25134026"
"Childhood maltreatment and disordered gambling in adulthood: disentangling causal and familial influences.","32744192"
"Decision-making deficits in patients diagnosed with disordered gambling using the Cambridge Gambling task: the effects of substance use disorder comorbidity.","25161815"
"White matter tract integrity in treatment-resistant gambling disorder.","26846614"
"Fortune or foe: the fatal harm caused by a gambling disorder.","25384938"
"Recovery Capital and Symptom Improvement in Gambling Disorder: Correlations with Spirituality and Stressful Life Events in Younger but Not Older Adults.","31696352"
"Primary and Secondary Diagnoses of Gambling Disorder and Psychiatric Comorbidity in the Swedish Health Care System-A Nationwide Register Study.","30258370"
"Do Gender Norms Matter? General Strain Theory and a Gendered Analysis of Gambling Disorder among Chinese Married Couples.","34097184"
"An Examination of Comorbid Psychiatric Disorders in Disordered Gamblers Versus Other Substance-Related Disorders.","30778813"
"Codependence with hypersexual and gambling disorder.","26165766"
"Diverse predictors of treatment response to active medication and placebo in gambling disorder.","34607088"
"Conceptualizing gambling disorder with the process model of emotion regulation.","29936851"
"Assessing the Relationship between Disordered Gamblers with Psychosis and Increased Gambling Severity: The Mediating Role of Impulsivity.","28884607"
"The family history method in disordered gambling research: a comparison of reports obtained from discordant twin pairs.","20707704"
"A systematic review evaluating screening instruments for gambling disorder finds lack of adequate evidence.","31917356"
"Intranasal as needed naloxone in the treatment of gambling disorder: A randomised controlled trial.","34634640"
"Do Gamers Play for Money? A Moderated Mediation of Gaming Motives, Relative Deprivation, and Upward Mobility.","36430102"
"Predicting disordered gambling across adolescence and young adulthood from polygenic contributions to Big 5 personality traits in a UK birth cohort.","34342067"
"Assessing Gambling Disorder Using Semistructured Interviews or Self-Report? Evaluation of the Structured Clinical Interview for Gambling Disorder Among Swedish Gamblers.","36680458"
"Gambling behavior of student-athletes and a student cohort: what are the odds?","17191145"
"Predictors of early dropout in treatment for gambling disorder: The role of personality disorders and clinical syndromes.","28886591"
"Marital status and gambling disorder: a longitudinal study based on national registry data.","36978051"
"The prevalence of pathological gambling among college students: a meta-analytic synthesis, 2005-2013.","23842962"
"Text Comprehension Analyses to Improve Assessment Accuracy: Demonstration Using Gambling Disorder Screening.","35211845"
"Gambling behaviour in adolescents with learning disorders.","22573168"
"Spatial and sociodemographic correlates of gambling participation and disorder among female Filipino migrant workers in Macao, People's Republic of China.","31146151"
"Contribution of sex on the underlying mechanism of the gambling disorder severity.","33127941"
"Genetic and environmental influences on disordered gambling in men and women.","20530012"
"Effects of Gambling Diagnostic Criteria Changes from DSM-IV to DSM-5 on Mental Disorder Comorbidity Across Younger, Middle-Aged, and Older Adults in a Nationally Representative Sample.","30167940"
"[Pathological gambling and addiction to cannabis: common psychosocial profile?].","24741830"
"Validation of the Gambling Disorder Screening Questionnaire, a self-administered diagnostic questionnaire for gambling disorder based on the DSM-5 criteria.","27869907"
"Qualitative Descriptive Study of Illegal Behaviors among Those with Gambling Disorder in South Korea: Their Efforts for Recovery and Role of Mental Health Care Providers.","34666591"
"Funding treatment for gambling addiction in Great Britain: ethical issues.","23752200"
"Treatment Outcome in Male Gambling Disorder Patients Associated with Alcohol Use.","27065113"
"Subtypes of Pathological Gambling with Concurrent Illegal Behaviors.","25228407"
"Gambling Disorder: Exploring Pre-treatment and In-treatment Dropout Predictors. A UK Study.","28332064"
"Decision-making inflexibility in a reversal learning task is associated with severity of problem gambling symptoms but not with a diagnosis of substance use disorder.","33168098"
"Racial-ethnic differences in impulsivity and compulsivity in recreational gambling.","31835067"
"The Temporal Relationship Between Faulty Gambling Cognitions and Gambling Severity in Young Adults.","27074945"
"A Randomized Controlled Trial for Gambling Disorder and PTSD: Seeking Safety and CBT.","37306874"
"Relationship of gambling disorder with traumatic life events and emotion regulation in adolescents and young adults.","37195857"
"An open naltrexone treatment study in pathological gambling disorder.","11552772"
"Isolating the impact of specific gambling activities and modes on problem gambling and psychological distress in internet gamblers.","31653242"
"Struggling with Happiness: A Pathway Leading Depression to Gambling Disorder.","30746606"
"Racial-ethnic related clinical and neurocognitive differences in adults with gambling disorder.","27262266"
"Gambling addiction in China: a survey of Chinese psychiatrists.","31507780"
"Gambling Disorder in the DSM-5: Opportunities to Improve Diagnosis and Treatment Especially in Substance Use and Homeless Populations.","28042525"
"An Exploratory Analysis of Predictors of Course in Older and Younger Adults with Pathological Gambling: A Non-Treatment Sample.","33492583"
"Validation and Application of the Positive Play Scale Adapted for Chinese Gamblers: Its Relation to Disordered Gambling and Gambling Attitudes.","32158413"
"Disordered gambling and psychosis: Prevalence and clinical correlates.","28392210"
"[Online-gambling - new hazard potential?].","25377378"
"Gender- and age-stratified analyses of gambling disorder in Finland between 2011 and 2020 based on administrative registers.","36452446"
"The joint role of impulsivity and distorted cognitions in recreational and problem gambling: A cluster analytic approach.","31539682"
"The General Population's View on Where to Seek Treatment for Gambling Disorder - a General Population Survey.","31908551"
"Natural recovery and treatment-seeking in pathological gambling: results of two U.S. national surveys.","16449485"
"Online effects of transcranial direct current stimulation on prefrontal metabolites in gambling disorder.","29221791"
"Augmenting an online self-directed intervention for gambling disorder with a single motivational interview: study protocol for a randomized controlled trial.","34930407"
"A single-blind study of 'as-needed' ecopipam for gambling disorder.","25166480"
"Special, radical, failure of reduction in psychiatry.","30940234"
"Call to action for gambling disorder in the United States.","29732704"
"The Relationship Between In-Play Betting and Gambling Problems in an Australian Context of Prohibited Online In-Play Betting.","33192709"
"Health Outcomes in Individuals with Problem and Pathological Gambling: An Analysis of the 2014 North Carolina Behavioral Risk Factor Survey System (BRFSS).","28864873"
"[Gambling and money games disorder].","30512611"
"Evaluation of brief screens for gambling disorder in the substance use treatment setting.","25963048"
"Advancing the Pathways Model: Financially Focused Self-concept and Erroneous Beliefs as Core Psychopathologies in Disordered Gambling.","35061165"
"GamReg Sweden-Protocol for a systematic cohort data collection for improved clinical knowledge in specialized gambling disorder treatment.","36172517"
"Gambling Associated Risk-taking Behaviors Correlate with Emotional Regulation and the Iowa Gambling Task but not Wisconsin Card Sorting.","36064998"
